$id,newPrice,serviceApplication,serviceTask
c188ecdb-ed9c-4fcf-aaae-1e599c009641,189.79,cc1faba7-737e-40e7-9247-699f12b0957d,5b550e50-1fa6-46c0-a6ed-147054950a15
fa25eb18-67e4-4d2c-ac0f-0f8ad2fcc916,85.16,860b1bd6-cecd-4298-93f7-61013d325215,15008ce8-42ad-436b-89f6-92f74dac4321
4c4acd25-7d0a-45ca-b273-6a3055670231,54.83,d6a235a7-7bbb-4f87-bc6e-68e5a2ac0b95,4e489335-faa9-4ede-a14b-89153de6b774
6264bd80-d6f0-416a-84fb-a4e1d37132b2,182.83,d6a235a7-7bbb-4f87-bc6e-68e5a2ac0b95,13965d45-0b09-4e8a-b096-8d89339f5b86
bd1800a6-dedb-4fd4-af7b-da025d0a6dc9,136.02,1c1889e1-1504-4988-8c64-96ab479a4fec,13965d45-0b09-4e8a-b096-8d89339f5b86
044c314e-3412-426c-a7f7-a25ac8d6c457,150.89,98d250a7-f79f-4701-8d04-29f1d271b7ac,5dc992d9-dbf1-4ff5-a72d-ef5c42bc556c
069f98eb-7b4f-44b0-9770-136693ecd651,153.02,98e59696-9f3c-4e89-8ffb-7a3907eb532c,5dc992d9-dbf1-4ff5-a72d-ef5c42bc556c
5c8c234a-d65b-4726-ad41-b93f834f5d89,227.6,98e59696-9f3c-4e89-8ffb-7a3907eb532c,a6e219d5-a839-4a60-b766-f88c05fe3d49
b3cf1055-f40e-410e-8de4-158e924cef67,40.79,ba73d9f7-ca86-4179-beb7-e627fd1c0ba4,465e6878-d23f-42c2-b0af-f1353a0ac76b
bb5d8698-07ee-4ba0-9baa-9c6b817346a9,204.14,ba73d9f7-ca86-4179-beb7-e627fd1c0ba4,61034b70-bd01-481f-996f-41959e37b206
1c00b595-1816-437c-9218-68cdb1d908b8,48.53,e339b0f0-ad87-440d-9a60-218b2e70a9c6,465e6878-d23f-42c2-b0af-f1353a0ac76b
2eecfdc3-a899-4c8b-a2e4-7d7b062f642e,159.49,7c9b3c98-612b-408d-8b69-9c9adf0e5a8d,c5b1277d-5a2b-40f0-b817-87f54256fc04
acbd7a08-f15c-4041-9600-94a32251a1e0,272.16,46dcb425-33bd-4305-b0e2-41e5ad3afea2,1c8c0d4b-5cb0-410c-a1af-73bace6f256f
7ccb8dd2-2ac7-4827-808e-c6c515071e33,152.71,46dcb425-33bd-4305-b0e2-41e5ad3afea2,c5b1277d-5a2b-40f0-b817-87f54256fc04
a7cb071f-af9d-4c3e-bcc4-c09b6c6b6379,162.53,bea9c25d-29eb-4982-868a-1cfe93fedd85,a67ce77d-c415-44a7-b978-0fc5d078f7b5
e911faa5-b3c2-46c3-8e5d-a7305f1bc6d7,122.54,bea9c25d-29eb-4982-868a-1cfe93fedd85,28ff4dac-8896-4c80-83f7-a52bc5e455e1
269dd582-1681-461a-9410-b3dc8bf175b1,159.38,369627df-ed21-4ed3-a2e7-cacf34e05d97,a67ce77d-c415-44a7-b978-0fc5d078f7b5
b9347826-f5f8-48ed-9452-d4d598b07adc,129.92,369627df-ed21-4ed3-a2e7-cacf34e05d97,28ff4dac-8896-4c80-83f7-a52bc5e455e1
73d330a3-b7c4-47bf-81f8-948b4dfeb659,100.66,369627df-ed21-4ed3-a2e7-cacf34e05d97,0cc6a25d-fffe-4cea-9a5d-760187632098
b712c806-3c38-407c-a5a6-4217e94229f9,212.64,4703a4b9-6ff1-4982-a245-1190deedbce6,56a0c942-2ec2-4c14-afe7-2d9f26021532
8e2d1999-7751-4d48-a26d-5e452bf2871a,206.75,709d014c-0b38-4c11-9dc0-adb1110e1739,56a0c942-2ec2-4c14-afe7-2d9f26021532
f5c81df2-8203-4aea-89fa-f3637e92d796,160.21,709d014c-0b38-4c11-9dc0-adb1110e1739,0245517e-8eee-4567-9899-f26fb64b6060
8e612823-3cd5-44e4-8b15-19d5d8f85c65,215.37,709d014c-0b38-4c11-9dc0-adb1110e1739,94c0ab0c-7c29-4352-916a-5a659464b9ef
028a5636-2eaa-49ca-8c32-68b701fb5f42,107.6,277cf0c3-3afb-4a70-9d3e-d330cd9e1d0e,73910178-f007-4ed4-8281-490cf43834b4
eb3fef13-1868-4ffc-a817-2d6231c2b7c7,120.85,277cf0c3-3afb-4a70-9d3e-d330cd9e1d0e,54645daa-7725-413d-81d2-c11d47658ce5
ea20c828-d7c5-440f-b9bb-9c24931c547b,210.01,277cf0c3-3afb-4a70-9d3e-d330cd9e1d0e,16f265f6-9d8b-4257-89ab-a324b7ed169b
42f919c6-687a-4071-829b-887005d257a1,148.36,e17b0970-01d5-49c0-9982-ad35e7c06438,54645daa-7725-413d-81d2-c11d47658ce5
8feab544-85f7-4c83-a168-297483ea22a1,96.87,e17b0970-01d5-49c0-9982-ad35e7c06438,73910178-f007-4ed4-8281-490cf43834b4
f903ee9e-612b-49bc-918d-7a0bdad00b3e,161.45,39909acf-3af1-46c0-81dc-f3beae2beffe,cdec2aa8-167e-4ae7-8c83-0957727c7884
318160bf-744d-45d1-bc1f-d9b0e42d9d8c,180.72,d020b5bc-46e6-451c-97db-b2edd7f35014,cdec2aa8-167e-4ae7-8c83-0957727c7884
d6813f24-b6c2-46d6-a9f0-c946ac0cdd2c,158.83,d020b5bc-46e6-451c-97db-b2edd7f35014,631fff33-ddc1-4dde-86cf-6a75dc45a081
3ef21900-7653-4482-a23e-3a1ccde74b23,168.44,d020b5bc-46e6-451c-97db-b2edd7f35014,f94b6e37-1519-4de9-8478-52cb3ebbc328
1f2192d8-a534-4cba-8ec4-37c054718cb9,221.03,6bd4b9b1-0ef5-4492-a5c7-98b5b96da1fc,7cd69085-fdc3-4920-b1df-92896ea3f037
9257f6b2-8a87-44d2-aba0-575fa518126f,172.57,f7b689bb-9b03-4db1-86c5-850747d52d53,7cd69085-fdc3-4920-b1df-92896ea3f037
af4bc4ad-34b9-4a6d-a7c2-2e99f141c6cc,169.92,f7b689bb-9b03-4db1-86c5-850747d52d53,745a1290-e63b-4833-9587-0dc0bc877db9
ce93eead-c658-4679-bd80-b19aad348078,40.36,b58a8790-47c9-4881-8464-a1efba613be9,3b6b9425-fdc5-47a6-a44c-e7ee12d393c4
c0f3fe4c-e7f4-4736-82f8-aca724cdb692,52.58,77c7bc35-4e0d-480f-a971-c48149424fc7,3b6b9425-fdc5-47a6-a44c-e7ee12d393c4
49412ec8-b7fc-4a74-bf43-0acc5fe7de90,126.8,77c7bc35-4e0d-480f-a971-c48149424fc7,85306439-90a2-4116-8667-647f1c1b6e6f
e7625579-7a81-4051-8c27-650a3e079476,197.85,52c22e9d-69cc-4864-bfcd-5a798e0a3a8b,b8ddc933-87ec-49cb-b0e4-15fd155f118c
2d36ca66-13dc-4933-8afa-86e0e23a7ea8,176.36,52c22e9d-69cc-4864-bfcd-5a798e0a3a8b,8da13ff6-f109-4364-b5af-f2beb4f38812
12f451a7-2dd2-40df-8b62-5a8440691362,255.15,822336b1-f921-43fb-95bf-73bf4742ea8a,b8ddc933-87ec-49cb-b0e4-15fd155f118c
c9691e89-a406-4b3f-9300-bfc6c6ddf158,147.53,4aaeaea0-d62c-4132-a2b4-533312ebf4fe,5b329a97-83bd-4dd1-a952-e04a90f27022
cf5225e9-ebba-4d53-8b02-14c9d543b883,192.77,6646f0f2-2b8a-4758-8806-57b750cb9282,2271eb77-a303-4c88-9e92-4373c6ad46f5
314f115e-e631-47c4-979b-0d47acca2bb5,83.2,11a0c97c-4500-4bcc-9ae7-7544008847b1,d8dfc980-b347-4d0c-934f-1b81130f7922
31db0e35-2e06-4787-9d16-2269f756df0f,273.12,11a0c97c-4500-4bcc-9ae7-7544008847b1,2b4cfd9b-43d1-4e48-b75d-d4075fa02933
e3e646ef-f836-4b4c-833c-81b62843f9f7,123.98,11a0c97c-4500-4bcc-9ae7-7544008847b1,9de4ac5f-ef9c-4c94-9056-b10c70fb7457
94d688e5-fe0b-4939-a3cf-b7a83df7d08a,216.58,ca2b8162-35db-4b0f-9c48-3c969924533b,2b4cfd9b-43d1-4e48-b75d-d4075fa02933
4694d0ad-9175-41b4-aecb-96cb784b2698,60.3,ca2b8162-35db-4b0f-9c48-3c969924533b,d8dfc980-b347-4d0c-934f-1b81130f7922
7724fd2f-bea6-4848-a1d4-29bfe760ff13,115.01,24a32053-92c0-4815-acdc-1ee0bab1ee55,7eb6fd08-f830-4431-81a4-afd36ac66acc
365ff09f-9f0e-42fd-88c3-c55b7b33dfaf,102.08,24a32053-92c0-4815-acdc-1ee0bab1ee55,d061b9de-c314-42d2-b025-8caaa67c7415
c72e7a91-5d71-465a-81f5-ee11b839514a,112.24,fc5b5c44-67bb-41c8-925f-d472a500e8a4,d061b9de-c314-42d2-b025-8caaa67c7415
41dd0a3c-5cd9-4d51-9293-61813dd4f220,116.66,fc5b5c44-67bb-41c8-925f-d472a500e8a4,f1fdee5e-fb96-4a84-a443-417c8b8ac852
a96f79b9-9429-4f28-acd5-9a73ebb45f78,129.09,fc5b5c44-67bb-41c8-925f-d472a500e8a4,7eb6fd08-f830-4431-81a4-afd36ac66acc
c3cef693-0a87-48d0-8cce-5b3d3838c5e8,164.71,a5b08f71-8ecf-40e2-aa74-ef047643003c,2a9320e4-113c-4eed-8fc8-ecf32d67038e
3340ffa1-878e-4436-af8b-d5f74a1f871c,222.81,a5b08f71-8ecf-40e2-aa74-ef047643003c,2fe6a820-b0ec-43b3-a531-a120006cdc90
2f0403a0-ebf0-459a-9562-b5a955829b7d,194.86,17f9daf5-d2aa-47e2-8ac5-e81b52d702bc,2fe6a820-b0ec-43b3-a531-a120006cdc90
f355aa57-604e-42a1-8b47-44c304dae366,54.86,50b74a44-5a4d-4947-a6d6-7de2913962b6,a0f762bb-a205-4177-9935-1c5f0d7b4a4a
5a2f40cb-14c4-4321-a76c-2b1ebd453bda,215.25,4a3f4cb7-4ace-4258-8e4e-e3fe2afe90b9,0b19b0e2-40f3-482b-b0d1-f231fc5da5fa
5d345eb5-6a4e-451e-beaf-9d8bc3810dcb,50.39,4a3f4cb7-4ace-4258-8e4e-e3fe2afe90b9,a0f762bb-a205-4177-9935-1c5f0d7b4a4a
db0a2ad4-6bad-4c0f-bdd1-ff4c67a0ce77,57.37,c221da56-efdc-481b-ad9d-9ec951cda12e,b59f1e98-9ef4-43e9-a313-aef71b9a2755
41818faf-6d76-4cd6-93c7-520dbc3fa2f1,62.91,be72f88a-8420-4724-aa7b-996671da4a74,b59f1e98-9ef4-43e9-a313-aef71b9a2755
a9d62745-d83a-4b5c-8b80-d48064155883,44.97,be72f88a-8420-4724-aa7b-996671da4a74,3e7cd54f-842d-4332-b746-0129488b6d13
b3083b49-17d0-4a36-b355-3a7ffe318799,181.16,77defcb0-73ae-4690-8aee-cc0d0ac1b871,028834b7-9f7e-4407-b4f3-830facf0c050
562213ac-0d43-4172-aba0-782b327c387c,86.76,77defcb0-73ae-4690-8aee-cc0d0ac1b871,09e7a6b3-1511-4d2f-a726-dbd0b5c0e4f1
3ddb4808-581a-4d80-b42a-b51d510f7b33,124.35,77defcb0-73ae-4690-8aee-cc0d0ac1b871,dcd953cb-1539-4e50-9120-e21af5de8b1d
2cbfdb55-0a0c-43ef-82e8-5a201ea04663,117.87,46c97745-740f-43ea-bfda-c7d54da6168c,dcd953cb-1539-4e50-9120-e21af5de8b1d
004dcba4-b490-4ce5-be38-b708806c068d,141.35,46c97745-740f-43ea-bfda-c7d54da6168c,028834b7-9f7e-4407-b4f3-830facf0c050
3807ba67-145d-4c8a-91a3-13a79fa60a20,105.62,46c97745-740f-43ea-bfda-c7d54da6168c,09e7a6b3-1511-4d2f-a726-dbd0b5c0e4f1
36c7a829-b308-42e1-b0eb-c39249d566a1,66.23,d61bdf0b-0bd5-4129-8026-ac0193eb1be7,3c056714-a610-49ea-a0a5-951741af8da1
287b291c-d21a-4359-8239-4c746bb7f92a,238.48,1e7719ae-be15-4602-90a2-456a33ab5d8b,c24666de-f26d-4c2b-968e-fef3d1410cea
05aeb95e-b22b-492c-9f0b-32ee607027ed,58.04,1e7719ae-be15-4602-90a2-456a33ab5d8b,3c056714-a610-49ea-a0a5-951741af8da1
61bde277-45ab-400d-a2a9-d7281a1f0aba,222.65,1711ccb0-dfa4-4849-956d-ac1eaa8895ad,89eb63c9-b0cb-4a11-b361-05504fe3ac00
bf0240c4-fd36-4420-a473-b1cd1dc82d7d,130.51,e2d2b58f-05ef-485f-ab67-a73b25262a6e,327594cb-b577-4b55-9836-024c67263c96
9ea93a22-99be-4833-a5be-33b5fecb2c87,169.02,e2d2b58f-05ef-485f-ab67-a73b25262a6e,89eb63c9-b0cb-4a11-b361-05504fe3ac00
74f78b64-8603-4d85-bf17-f3eef35b11a9,279.12,489315df-5b1b-484c-ab67-63e1c2ce4943,696d4013-80f9-4894-9553-6a65ab39b87a
be6b8323-04f0-48e3-85ed-bc5e1ff191a2,41.4,489315df-5b1b-484c-ab67-63e1c2ce4943,d587e6ea-588f-4a05-bfa4-84cc7586d455
2cc3219f-8bf2-4eff-9a7b-8671e40b2f4b,43.24,7b7a072d-73df-4fb9-b2bf-3a4a5b9f49d4,d587e6ea-588f-4a05-bfa4-84cc7586d455
ae286e57-0ae5-478b-addc-92314708c052,132.64,7b7a072d-73df-4fb9-b2bf-3a4a5b9f49d4,b95dbee1-3a56-4bb6-8998-087884bd5867
a407b237-47f2-4d1a-8302-067a7bc6a4c8,293.86,7b7a072d-73df-4fb9-b2bf-3a4a5b9f49d4,696d4013-80f9-4894-9553-6a65ab39b87a
f1cd1d8a-b97e-42c6-b254-d6c8d77afefa,285.59,79bc7eb0-000a-47d9-b110-8c8f9fd732ad,dce71bd9-4b66-45f9-b8a3-f17e9da07577
a472287c-4fc4-4af0-9338-d07f3bbe1d9d,301.26,2773b138-193a-4d0f-a91e-a1f16da79ce0,800e3e03-6dac-4ea5-899c-e8cc8f40a1ae
a053dcd8-55cc-4d0d-b053-e9e7c2a101d4,79.03,934151cf-684e-479d-94e0-8044dbb5e27f,33c5f531-0249-46e8-bc50-e26e3e5ebe1f
9957794d-f547-4579-9990-622ca2ae76ad,217.7,934151cf-684e-479d-94e0-8044dbb5e27f,c7989f04-65ea-490f-963e-d340f7d4a2c7
58b01516-b68b-4964-929f-cfec74a91089,209.72,c9c1c8ca-357e-453a-9828-74a5b08e60f9,c7989f04-65ea-490f-963e-d340f7d4a2c7
d05e1d6d-1f0a-4baa-b826-fcfebc502b32,74.73,c9c1c8ca-357e-453a-9828-74a5b08e60f9,33c5f531-0249-46e8-bc50-e26e3e5ebe1f
2674404d-e5da-419f-b301-59770b124a15,105.36,3c718dfa-b3bc-4c30-b4f6-cc839bc90a58,ecd2f467-a539-4b2a-9b74-7f744291d307
38400331-8ff9-40ba-88b8-4e2d23b8a55a,153.79,3c718dfa-b3bc-4c30-b4f6-cc839bc90a58,0b2f70b1-e360-4978-a956-bb4165f99c69
222301d1-4065-4820-a94a-092638588862,156.04,92c8f46a-9af9-435f-a7b8-649df942d239,0b2f70b1-e360-4978-a956-bb4165f99c69
963212f0-9448-4c46-b2b5-7210b10bc083,176.3,74f5224b-aeea-4e0c-873c-6894c697165a,6f02d020-4a03-4391-9838-a772fa7755dc
a2089224-066f-4e10-a9a2-210034b2fd4d,168.09,74f5224b-aeea-4e0c-873c-6894c697165a,3bf37856-7020-4add-8f0e-7fd73fbea5c6
27d31d8c-7bd5-4045-99b8-2d20751aec20,179.44,6b1289ff-06a7-4e5b-a854-3d7003680250,7f2b89b3-14cc-4339-8cd1-508cbf66aee8
4d68100e-2842-43dc-a11e-35d0c1a49ae1,93.29,96260587-88b3-42c3-9e50-700bb1ac73b0,2a94a9fc-690a-4ede-9d51-8711e99ea6d0
25f55939-ef76-438f-bcf4-dcee20164f89,106.08,8fc212e7-4f33-4ed7-b2ad-d319dd40824e,2a94a9fc-690a-4ede-9d51-8711e99ea6d0
4943face-1a00-429b-8f48-75d2d4919a93,49.01,8fc212e7-4f33-4ed7-b2ad-d319dd40824e,36ca0e33-e103-446b-a0e3-72ed6fcc6735
0d80b110-60ff-42c7-9848-8ece281ff671,115.56,de26edb6-be4b-456a-94c0-368b3cc2830d,ded11c20-b54d-44b2-808f-e6b305ede83d
fadf1859-839f-4cd4-844f-8c1ad21bce34,141.8,07762940-4f2a-457f-ad75-55e46fd16056,ded11c20-b54d-44b2-808f-e6b305ede83d
26762c83-f6c7-4b46-8c0b-a3b260d2caec,52.4,07762940-4f2a-457f-ad75-55e46fd16056,e4e1386f-2c01-4dc3-9e12-7aa310402386
c4d665a0-f7fc-483e-a07e-03db108b8353,267.93,d02bafb9-3cf5-4c9a-b764-713f4ed8e41a,904b6a5a-1e5d-40b2-a0d8-0ec2df57fd5b
751279ea-296c-47ad-b989-69ac38a8d1e1,130.19,d02bafb9-3cf5-4c9a-b764-713f4ed8e41a,61070ff6-9dcf-47e7-a643-b7e5b23d9068
d409fdf5-a1a2-461e-b564-37595afd30ca,183.19,d02bafb9-3cf5-4c9a-b764-713f4ed8e41a,2dcf8e30-1296-4409-b921-5e4bd6ff0ea9
a1627dde-925a-4854-a22b-23364a1aa064,170.14,383c1d9d-e7b8-490a-9080-69d61a14c7f2,2dcf8e30-1296-4409-b921-5e4bd6ff0ea9
ea04a954-5d9d-43f6-935d-0695cedc0ee3,170.33,383c1d9d-e7b8-490a-9080-69d61a14c7f2,61070ff6-9dcf-47e7-a643-b7e5b23d9068
ebcf4482-5ae8-4d2f-b363-c1b6b3807e29,257.02,383c1d9d-e7b8-490a-9080-69d61a14c7f2,904b6a5a-1e5d-40b2-a0d8-0ec2df57fd5b
07488f97-f5cb-4b91-b605-4a753ac69fa5,259.55,ac5265c6-0f9b-40bd-abe1-c1c10faed8ae,b7e3a386-07a7-4afc-8576-29cb2435d311
5d2fdb66-dcfd-4b73-b59e-a68657ecb86c,234.26,2b25a26b-0b39-4cc8-8e96-bd307e725fef,b7e3a386-07a7-4afc-8576-29cb2435d311
fa4dc14c-0829-4710-91cf-1f5f1f7f9c38,243.95,bcca1006-c9b2-46e2-a365-cf85c53e70ab,e08b4f6b-bb60-4e6c-82a1-ab05c0b1bb8e
8252c9c1-dd91-43fd-8ea2-e508a756df6a,263.37,a09b1b42-dc61-4db8-9e65-8d466d638da9,e08b4f6b-bb60-4e6c-82a1-ab05c0b1bb8e
e0a3860d-9ecb-4dc2-aa00-dbd012c93ecb,73.69,31990c8d-e3ac-46c3-826a-beacf9a54a53,12e45729-8dc2-469e-bd81-95adf151304e
1fb87a54-b9db-4fca-963d-6c59b05b8cbc,68.66,31990c8d-e3ac-46c3-826a-beacf9a54a53,d125e1eb-e3a8-4d99-a101-ad92c92b3b78
f6dcf6b7-d46f-4e55-893a-c0571755a251,94.28,2e4f3876-02f1-49c8-97b2-d6543d6a9260,12e45729-8dc2-469e-bd81-95adf151304e
8e512be2-8b09-45a5-9dd2-d3793af036b8,109.66,13c17d4c-cc35-474a-a09f-5b66c6105d4d,43368f05-b535-45f7-9e18-3c078c51087b
25744589-1bc9-453c-86e3-98af051ac4e8,269.35,780013f3-20bd-4f86-825a-9d7c164bff69,de5409a7-f3f1-40ff-a2bf-838ea118efc2
b2279c34-48d8-4ab2-9c3d-014a8c39dfef,91.16,780013f3-20bd-4f86-825a-9d7c164bff69,43368f05-b535-45f7-9e18-3c078c51087b
b39265fc-bf92-4980-aebc-e73c8441ff0a,67.85,780013f3-20bd-4f86-825a-9d7c164bff69,dc57c7d1-f224-4e67-8e05-e30de8379c89
83b91354-6c93-45a5-8780-cfb8dc921a6b,120.84,41b2212b-5a6a-4249-b25a-5c96df9fc642,354198a5-2d50-4741-9133-27bfd7db54eb
7a11aa3e-f530-4786-a6fc-95c1c8f574e7,93.46,fb5a0b1d-76a7-4bb4-afb5-8932c1f7defe,354198a5-2d50-4741-9133-27bfd7db54eb
6b4e0835-2914-49a6-86e5-3e514f512a1b,203.72,fb5a0b1d-76a7-4bb4-afb5-8932c1f7defe,7fdce9b9-2fce-4fd2-84c2-a07ba3c804de
6cfd0b35-be06-436a-ae73-77be6f10d217,161.05,eb5877a1-3223-4646-9351-8aaf82e0ea0f,941a6153-e1ae-4f78-b298-7d2ffeee7d72
57fbcb5f-b9bb-4237-bd29-7708996f6eae,177.86,06fd445d-4b75-4ff3-ba32-edc031bce7e0,941a6153-e1ae-4f78-b298-7d2ffeee7d72
5d8b0c47-7b22-43ca-9b4a-f79105d25fe4,212.73,57ec4629-9529-48c5-ac1a-c15de28d3515,c54e5272-0e4b-43ff-8ccb-40bd958ea932
1b51ef58-b006-41b5-b8b4-acaec4e79db0,182.98,57ec4629-9529-48c5-ac1a-c15de28d3515,cfda401d-e408-41aa-8921-15dcc0e0459a
75c860ab-ede0-4b03-9a0d-b7ed1ad440b5,269.65,57ec4629-9529-48c5-ac1a-c15de28d3515,f1926d79-9d15-4001-8e0c-f86b8744fada
4cbc13a5-1aed-4264-b030-a68344ca98ea,216.79,fab14559-5505-4982-830b-4d58167fa0ad,c54e5272-0e4b-43ff-8ccb-40bd958ea932
b49832fb-da30-452f-81f6-e61281fd6bf1,193.98,fab14559-5505-4982-830b-4d58167fa0ad,cfda401d-e408-41aa-8921-15dcc0e0459a
22adec7a-a44c-40f4-be5d-7dd817b4e810,145.73,1ecbacf0-13d8-41b7-9240-3185abef0b70,1491fc0e-9c7f-4a90-a782-1dd1f52af138
46c29672-6c0e-41aa-880c-ebadce0c4b22,198.36,9f33e3f0-2c34-4051-b5a4-2adc5335fcd8,e1e23b0e-347b-4ac5-b521-7b170e321616
d10d4c13-5758-42ae-95d6-1badd5d7849d,144.78,9f33e3f0-2c34-4051-b5a4-2adc5335fcd8,1491fc0e-9c7f-4a90-a782-1dd1f52af138
7899bd08-7c18-49dc-a05a-e47d3eaedb57,147.54,7adf8cfd-647e-4ba5-b4f5-ea8d2691d9ff,8258d4ec-85ab-4e04-9b1b-32fffbf0dd3d
f56741cf-fea3-45d2-bb9b-c2cd5a69d85b,53.83,7adf8cfd-647e-4ba5-b4f5-ea8d2691d9ff,20edb1ee-f839-4ff2-9a58-5b3660bcf973
1421b0be-5650-4260-aa66-7ea9ed2a5265,101.14,7adf8cfd-647e-4ba5-b4f5-ea8d2691d9ff,0426fc50-5020-4759-b59b-2db6ebf176bc
75f4ebd4-dd53-49fe-8467-52bf7e45909c,149.56,8443fb7b-679c-42cd-a5b5-8a2c42904190,8258d4ec-85ab-4e04-9b1b-32fffbf0dd3d
2e962842-4e2b-48cb-a8c6-2948f06b6c39,58.9,8443fb7b-679c-42cd-a5b5-8a2c42904190,20edb1ee-f839-4ff2-9a58-5b3660bcf973
fe36467e-5d77-4020-abb3-e046e43328ba,98.47,b35fc840-a0ae-4397-9542-0df3f5f72cc3,2dbb98c4-a62f-4d2d-8a01-49a287a97ee2
e2bc286d-6d3c-45e0-abbd-3bfa0552c147,157.27,43f0fd53-2236-4dc8-8e91-c761888403a8,e8070039-2a76-41bf-a52f-96c1f30a37f5
ea71d7ea-df64-4463-8eb6-5cc2d5f606d0,215.08,43111c85-b6e4-4625-8011-c0071c9bc76b,fdf10b88-6a3d-4d69-a256-37ff495d9a72
0ffb7460-6ca0-434e-984f-4d29686553bf,170.53,16eb6367-a88e-455e-aede-62d65e4cf7b0,fdf10b88-6a3d-4d69-a256-37ff495d9a72
538934e7-cd45-4a35-99f6-2b10677b6ac0,208.29,16eb6367-a88e-455e-aede-62d65e4cf7b0,431cf168-fbbd-4b87-8427-78919fa835c6
874fa27e-b042-48b3-86a2-3fccd409443d,116.73,16eb6367-a88e-455e-aede-62d65e4cf7b0,eae53294-780d-4fa8-abc2-059bd12572cf
844e887e-33ac-4cda-aa80-8e5af17ffe26,132.4,609528c1-0482-45ea-98c0-f509a7cad996,016fc2f3-e083-4aa4-8a1c-780112e8beb6
7194e031-be81-4816-8ac2-b4412de2cf75,215.93,609528c1-0482-45ea-98c0-f509a7cad996,69186109-c346-4ce1-a59a-3eecc99e5e16
e2870d14-dd61-4a61-9903-5580bae27c41,73.66,609528c1-0482-45ea-98c0-f509a7cad996,578c0ff7-8ed7-499a-97d6-471e7d2ed861
2c8341d0-a39a-4126-aad7-4ecc73861213,163.85,379671fa-f315-43c1-b1d2-ace9f9c10f2f,016fc2f3-e083-4aa4-8a1c-780112e8beb6
7aab2767-5886-4d9d-9d46-73e923925f12,78.53,379671fa-f315-43c1-b1d2-ace9f9c10f2f,578c0ff7-8ed7-499a-97d6-471e7d2ed861
1232dae7-59b4-4a87-af28-fc2f36788c66,261.16,379671fa-f315-43c1-b1d2-ace9f9c10f2f,69186109-c346-4ce1-a59a-3eecc99e5e16
28a2713f-606c-46e5-9744-92522d9f3aff,225.13,9144092d-ec9e-4d01-be9d-154baeb33070,9fb0890b-131a-4b7d-8adc-8ca7fcfba52d
f4152011-b999-4b11-a923-d23c7f0ed91b,56.4,e36cb5c1-6cff-4097-8da2-948d9475cfa8,8321a772-947d-4074-849e-b0d8dc95d3d3
8db11e74-2f8c-4322-9cea-564aabb87c0c,70.93,379a0117-40c7-4d04-b120-ebac57a02f3c,fe7c6004-e35c-4828-b3aa-a9567cc5a340
5aedcbc5-3c7c-4846-ac3c-f81dce6c51c5,260.78,379a0117-40c7-4d04-b120-ebac57a02f3c,053eab6c-7dc4-47d2-8716-a53b4b162f57
2538f760-4046-4dd6-b88b-cbc8362b7339,81.58,06fd59e6-2f1a-47b7-996e-d14e645065c7,fe7c6004-e35c-4828-b3aa-a9567cc5a340
8b8ea9a3-68ca-4157-a7a8-0d166ceada45,190.02,a678d973-9f8b-46e5-b3ad-659fba9d9def,0363a9f8-510a-49b9-9ad0-c467f16da42b
6ab0147a-e700-43a8-850c-78237dcd67d5,52.93,a678d973-9f8b-46e5-b3ad-659fba9d9def,c81115e1-fcae-4be3-870c-c3dbe20f4def
aaf3c12a-16d9-44d6-b46d-7b565cb5ff6d,222.52,a678d973-9f8b-46e5-b3ad-659fba9d9def,a029e347-e8c5-4382-b040-c1777c1e3857
a5939bfa-a8d0-402a-8898-ef4da4ccc436,218.11,3204c3d2-b6d4-41e0-80a0-7a0e8ed3699b,a029e347-e8c5-4382-b040-c1777c1e3857
caaf6767-2b67-4cab-b848-d6c4004efbdd,50.39,3204c3d2-b6d4-41e0-80a0-7a0e8ed3699b,c81115e1-fcae-4be3-870c-c3dbe20f4def
b71a022d-1354-47d3-9e83-327377c214a5,149.48,3204c3d2-b6d4-41e0-80a0-7a0e8ed3699b,0363a9f8-510a-49b9-9ad0-c467f16da42b
484f144c-856d-4ada-a931-591919b976c2,88.43,d4678848-7683-404b-88bd-5db9a55e3964,ba2c02b7-cec3-48c3-9656-e0a0b4343020
731d8f6f-9c5f-4c9f-b7b2-8aee4252a25d,107.27,d4678848-7683-404b-88bd-5db9a55e3964,6b0fad10-adc1-465c-885a-b82c0c9a21af
a57a98af-56b2-4ce0-9aad-75002b818bac,110.32,aff5e748-0495-4fe6-ad5d-0427e61fbb12,6b0fad10-adc1-465c-885a-b82c0c9a21af
798a59cc-432b-4792-9153-2f2ae700f48e,89.47,aff5e748-0495-4fe6-ad5d-0427e61fbb12,ba2c02b7-cec3-48c3-9656-e0a0b4343020
d3847b52-9489-4726-8e89-dfe22c15e4f5,69.61,fc773634-867d-4edc-b49f-b692162288a6,f8a89dcd-b2c3-42e7-b606-7c6423a067ce
bd0f00ae-9abf-4551-a61f-26dd22e86c65,67.12,88e12cc6-6447-47ca-b3de-992c09bc1249,f8a89dcd-b2c3-42e7-b606-7c6423a067ce
2adc796a-c5d2-4493-b42c-261fb2ddfca1,122.7,88e12cc6-6447-47ca-b3de-992c09bc1249,02c9ae05-ae3c-49e0-982a-7d31d1af673b
